Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition,var9
MSY,New Orleans International,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink,0,Deny,""
MSY,New Orleans International,American Airlines,Property Damage,Checked Baggage,Other,162.41,Approve in Full,""
MSY,New Orleans International,Air Canada,Passenger Property Loss,Checked Baggage,Cameras,0,Deny,""
MSY,New Orleans International,USAir,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
MSY,New Orleans International,American Airlines,Property Damage,Checkpoint,Personal Accessories,95,Approve in Full,""
MSY,New Orleans International,Southwest Airlines,Property Damage,Checked Baggage,Travel Accessories,80.25,Approve in Full,""
MSY,New Orleans International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
MSY,New Orleans International,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,10.5,Approve in Full,""
MSY,New Orleans International,Alaska Airlines,Passenger Property Loss,Checkpoint,Medical/Science,38.9,Approve in Full,""
MSY,New Orleans International,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
MSY,New Orleans International,Delta Air Lines,Property Damage,Checkpoint,Clothing,86.12,Settle,""
MSY,New Orleans International,USAir,Property Damage,Checked Baggage,Food & Drink,43,Approve in Full,""
MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,517,Settle,""
MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
MSY,New Orleans International,Air Canada,Passenger Property Loss,Checkpoint,Personal Accessories,135,Settle,""
MSY,New Orleans International,UAL,Property Damage,Checkpoint,Personal Accessories,0,Deny,""
MSY,New Orleans International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,20,Approve in Full,""
MSY,New Orleans International,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
MSY,New Orleans International,Southwest Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,40,Approve in Full,""
MSY,New Orleans International,American Airlines,Property Damage,Checked Baggage,Other,5.42,Approve in Full,""
MSY,New Orleans International,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
MTJ,Montrose Regional Airport,UAL,Property Damage,Checkpoint,Personal Electronics,84.8,Approve in Full,""
MTJ,Montrose Regional Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,54.41,Settle,""
MTJ,Montrose Regional Airport,UAL,Passenger Property Loss,Checked Baggage,Other,50,Settle,""
MVY,Martha's Vineyard Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses,0,Deny,""
MVY,Martha's Vineyard Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Travel Accessories,0,Deny,""
MVY,Martha's Vineyard Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,31.97,Approve in Full,""
MYR,Myrtle Beach International,USAir,Passenger Property Loss,Checked Baggage,Toys & Games,30,Approve in Full,""
MYR,Myrtle Beach International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
MYR,Myrtle Beach International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,200,Approve in Full,""
MYR,Myrtle Beach International,Westjet Airlines Ltd,Property Damage,Checkpoint,Home Decor,38.9,Approve in Full,""
OAJ,Albert J Ellis,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Other; Other; Other; Other; Personal Electronics,0,Deny,""
OAJ,Albert J Ellis,USAir,Property Damage,Checked Baggage,Computer & Accessories,500,Approve in Full,""
OAJ,Albert J Ellis,Delta Air Lines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
OAJ,Albert J Ellis,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing,113.62,Approve in Full,""
OAK,Metropolitan Oakland International,Spirit Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Household Items,125,Settle,""
OAK,Metropolitan Oakland International,USAir,Passenger Property Loss,Checked Baggage,Other,49,Approve in Full,""
OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Audio/Video; Travel Accessories,34.76,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
OAK,Metropolitan Oakland International,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,149.39,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,8.29,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
OAK,Metropolitan Oakland International,Jet Blue,Property Damage,Checkpoint,Baggage/Cases/Purses,50,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,Home Decor,100,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,150,Settle,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink; Travel Accessories,50,Settle,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,129,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Clothing; Clothing; Food & Drink; Other,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,110,Settle,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,85,Settle,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Other,1867,Settle,""
OAK,Metropolitan Oakland International,USAir,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,1554.56,Approve in Full,""
OAK,Metropolitan Oakland International,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
OAK,Metropolitan Oakland International,Hawaiian Airlines,Passenger Property Loss,Checkpoint,Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
OAK,Metropolitan Oakland International,Republic Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
OAK,Metropolitan Oakland International,USAir,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,75,Settle,""
OAK,Metropolitan Oakland International,USAir,Property Damage,Checked Baggage,Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,152,Settle,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
OAK,Metropolitan Oakland International,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Personal Electronics,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Travel Accessories,0,Deny,""
OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,434,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Home Decor,20,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Household Items,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,60,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,0,Deny,""
OAK,Metropolitan Oakland International,Allegiant Air,Passenger Property Loss,Checked Baggage,Personal Electronics,655.2,Settle,""
OAK,Metropolitan Oakland International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,75,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,17,Approve in Full,""
OAK,Metropolitan Oakland International,Alaska Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,72.92,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,10,Approve in Full,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming; Cosmetics & Grooming,106,Approve in Full,""
OAK,Metropolitan Oakland International,USAir,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,300,Approve in Full,""
OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Food & Drink,10,Approve in Full,""
OAK,Metropolitan Oakland International,Norwegian Airlines,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,Personal Accessories,0,Deny,""
OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,21.59,Approve in Full,""
OGG,KahuluiMaui,USAir,Passenger Property Loss,Checked Baggage,Clothing,48.76,Approve in Full,""
OGG,KahuluiMaui,UAL,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny,""
OGG,KahuluiMaui,Delta Air Lines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Other,0,Deny,""
OGG,KahuluiMaui,Alaska Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,47.85,Approve in Full,""
OGG,KahuluiMaui,Alaska Airlines,Property Damage,Checked Baggage,Clothing,0,Deny,""
OGG,KahuluiMaui,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
OGG,KahuluiMaui,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
OGG,KahuluiMaui,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,74.95,Approve in Full,""
OGG,KahuluiMaui,Hawaiian Airlines,Property Damage,Checked Baggage,Home Decor,0,Deny,""
OGG,KahuluiMaui,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
OGG,KahuluiMaui,UAL,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny,""
OGG,KahuluiMaui,American Airlines,Property Damage,Checkpoint,Personal Electronics,157.85,Settle,""
OGG,KahuluiMaui,Hawaiian Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,15,Settle,""
OGG,KahuluiMaui,USAir,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
OGG,KahuluiMaui,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
OGG,KahuluiMaui,Alaska Airlines,Property Damage,Checkpoint,Personal Electronics,85,Approve in Full,""
OGG,KahuluiMaui,USAir,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
OGG,KahuluiMaui,Hawaiian Airlines,Property Damage,Checked Baggage,Other,36.59,Approve in Full,""
OGG,KahuluiMaui,Delta Air Lines,Property Damage,Checked Baggage,Toys & Games,74.96,Settle,""
OGG,KahuluiMaui,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Office Equipment & Supplies; Other,0,Deny,""
OGG,KahuluiMaui,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Home Decor,0,Deny,""
OGG,KahuluiMaui,Alaska Airlines,Property Damage,Checkpoint,Personal Accessories,40,Approve in Full,""
OGG,KahuluiMaui,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Food & Drink,114.55,Approve in Full,""
OGG,KahuluiMaui,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,6.18,Approve in Full,""
OGG,KahuluiMaui,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,45,Settle,""
OGG,KahuluiMaui,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
OKC,Will Rogers World,Southwest Airlines,Property Damage,Checked Baggage,Clothing; Clothing; Clothing; Cosmetics & Grooming; Cosmetics & Grooming; Other; Other,0,Deny,""
OKC,Will Rogers World,Frontier Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,123.49,Settle,""
OKC,Will Rogers World,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,370,Approve in Full,""
OKC,Will Rogers World,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,10.95,Approve in Full,""
OKC,Will Rogers World,UAL,Property Damage,Checked Baggage,Clothing,0,Deny,""
OKC,Will Rogers World,Delta Air Lines,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny,""
OKC,Will Rogers World,Southwest Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
OKC,Will Rogers World,American Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny,""
OKC,Will Rogers World,UAL,Property Damage,Checkpoint,Personal Electronics,670.91,Settle,""
OKC,Will Rogers World,USAir,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny,""
OKC,Will Rogers World,UAL,Property Damage,Checkpoint,Medical/Science,0,Deny,""
OKC,Will Rogers World,UAL,Property Damage,Checkpoint,Computer & Accessories,119.35,Approve in Full,""
OKC,Will Rogers World,Delta Air Lines,Property Damage,Checked Baggage,Travel Accessories,0,Deny,""
OKC,Will Rogers World,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,113,Approve in Full,""
OKC,Will Rogers World,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
OKC,Will Rogers World,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras,21.27,Approve in Full,""
OMA,Eppley Airfield,Frontier Airlines,Property Damage,Checked Baggage,Other,65.29,Settle,""
OMA,Eppley Airfield,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
OMA,Eppley Airfield,Southwest Airlines,Property Damage,Checked Baggage,Jewelry & Watches,140,Approve in Full,""
OMA,Eppley Airfield,Southwest Airlines,Property Damage,Checkpoint,Travel Accessories; Travel Accessories,500,Settle,""
OMA,Eppley Airfield,American Airlines,Property Damage,Checked Baggage,Home Decor,76.96,Approve in Full,""
OMA,Eppley Airfield,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
OMA,Eppley Airfield,USAir,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
OMA,Eppley Airfield,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Hunting & Fishing Items,0,Deny,""
OMA,Eppley Airfield,USAir,Property Damage,Checked Baggage,Computer & Accessories,54.99,Approve in Full,""
OMA,Eppley Airfield,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Other,0,Deny,""
OMA,Eppley Airfield,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,149.97,Settle,""
OMA,Eppley Airfield,Southwest Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,19.36,Settle,""
OME,Nome,Alaska Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,9.45,Approve in Full,""
OME,Nome,Alaska Airlines,Property Damage,Checkpoint,Cameras; Cameras,2362.25,Settle,""
ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
ONT,Ontario International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
ONT,Ontario International,Alaska Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
ONT,Ontario International,UAL,Personal Injury,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny,""
ONT,Ontario International,American Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
ONT,Ontario International,USAir,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ONT,Ontario International,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,299.99,Approve in Full,""
ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
ONT,Ontario International,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny,""
ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,300,Approve in Full,""
ONT,Ontario International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,8.55,Approve in Full,""
ONT,Ontario International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ONT,Ontario International,American Airlines,Property Damage,Checkpoint,Travel Accessories,29.88,Approve in Full,""
ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
ONT,Ontario International,Southwest Airlines,Property Damage,Checked Baggage,Food & Drink,47.98,Approve in Full,""
ONT,Ontario International,UAL,Property Damage,Checkpoint,Personal Electronics,80,Settle,""
ONT,Ontario International,UAL,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,50,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,101.74,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Medical/Science,186,Approve in Full,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,USAir,Property Damage,Checked Baggage,Audio/Video,0,Deny,""
ORD,Chicago O'Hare International Airport,USAir,Property Damage,Checkpoint,Computer & Accessories,649.85,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Property Damage,Checkpoint,Sporting Equipment & Supplies,68,Approve in Full,""
ORD,Chicago O'Hare International Airport,British Airways,Property Damage,Checked Baggage,Home Decor,172.8,Settle,""
ORD,Chicago O'Hare International Airport,LOT Polish Airlines,Property Damage,Checkpoint,Other,218.27,Settle,""
ORD,Chicago O'Hare International Airport,Virgin America,Property Damage,Checkpoint,Personal Electronics,378,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing; Jewelry & Watches; Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,321,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Food & Drink,0,Deny,""
ORD,Chicago O'Hare International Airport,Cathay Pacific  CX,Property Damage,Checkpoint,Computer & Accessories,470.29,Approve in Full,""
ORD,Chicago O'Hare International Airport,USAir,Property Damage,Checkpoint,Computer & Accessories,517.35,Approve in Full,""
ORD,Chicago O'Hare International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Clothing,500,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Clothing,1799,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checkpoint,Other,175,Approve in Full,""
ORD,Chicago O'Hare International Airport,British Airways,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Other,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checkpoint,Jewelry & Watches,243,Settle,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,217.9,Approve in Full,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,944.5,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,94.03,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Food & Drink; Medical/Science; Office Equipment & Supplies; Other; Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,64.8,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Computer & Accessories,45,Settle,""
ORD,Chicago O'Hare International Airport,USAir,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Household Items,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
ORD,Chicago O'Hare International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Crafting & Hobby,81.39,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,65.54,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Household Items,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,Personal Electronics; Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Personal Accessories; Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Sporting Equipment & Supplies,100,Settle,""
ORD,Chicago O'Hare International Airport,Lufthansa,Property Damage,Checkpoint,Jewelry & Watches,297.95,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Lufthansa,Property Damage,Checkpoint,Clothing,174.49,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Volaris Airlines,Property Damage,Checkpoint,Clothing,191.15,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,8.99,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,Air Canada,Property Damage,Checked Baggage,Other; Travel Accessories,71.16,Settle,""
ORD,Chicago O'Hare International Airport,USAir,Property Damage,Checkpoint,Personal Accessories,654.11,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Food & Drink; Food & Drink; Household Items; Household Items; Other; Other,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Home Decor; Home Decor,398.19,Approve in Full,""
