date,time,st,F_scale,Injuries,Fatalities,Loss,Length,Width,Day,Hour,F0,Fatal_Tornado
2004-04-20,16:45:00,NE,0,0,0,0,0.2,20,3,16,1,No
2004-04-20,16:44:00,IL,3,12,8,8,15.8,880,3,16,0,Yes
2004-04-20,16:40:00,IN,1,8,0,1.8,2,50,3,16,0,No
2004-04-20,16:40:00,IL,0,0,0,0,2.8,30,3,16,1,No
2004-04-20,16:15:00,IN,1,0,0,0.25,3.8,50,3,16,0,No
2004-04-20,16:05:00,IL,1,0,0,0.26,10.8,440,3,16,0,No
2004-04-20,13:32:00,IL,0,0,0,0,0.1,50,3,13,1,No
2004-04-20,13:00:00,IL,1,0,0,0.07,3.9,50,3,13,0,No
2004-04-21,18:28:00,OK,0,0,0,0,1,200,4,18,1,No
2004-04-21,18:26:00,OK,0,0,0,0,0.3,30,4,18,1,No
2004-04-21,17:29:00,OK,1,0,0,0.05,1,600,4,17,0,No
2004-04-21,15:41:00,AR,1,0,0,0,11.5,50,4,15,0,No
2004-04-21,15:13:00,AR,1,0,0,0,12.5,50,4,15,0,No
2004-04-22,21:26:00,AR,0,0,0,0,13.1,40,5,21,1,No
2004-04-22,18:22:00,AR,1,0,0,0,0.5,75,5,18,0,No
2004-04-22,17:21:00,OK,0,0,0,0,0.1,20,5,17,1,No
2004-04-22,17:02:00,OK,0,0,0,0,2,200,5,17,1,No
2004-04-22,16:58:00,OK,0,0,0,0,80,80,5,16,1,No
2004-04-22,16:38:00,OK,0,0,0,0,1.2,80,5,16,1,No
2004-04-22,15:55:00,OK,1,0,0,0.05,6.4,60,5,15,0,No
2004-04-22,15:01:00,OK,0,0,0,0.03,4.1,200,5,15,1,No
2004-04-22,14:53:00,OK,0,0,0,0,1.6,150,5,14,1,No
2004-04-22,09:25:00,TN,0,0,0,0.03,0.1,100,5,9,1,No
2004-04-23,19:18:00,TX,0,0,0,0,0.1,20,6,19,1,No
2004-04-23,14:24:00,TX,0,0,0,0,0.5,50,6,14,1,No
2004-04-23,14:21:00,TX,0,0,0,0,0.2,30,6,14,1,No
2004-04-23,14:04:00,TX,0,0,0,0,0.3,30,6,14,1,No
2004-04-23,13:59:00,OK,0,0,0,0,0.2,50,6,13,1,No
2004-04-23,13:54:00,TX,0,0,0,0,3,80,6,13,1,No
2004-04-23,13:49:00,TX,0,0,0,0,0.2,20,6,13,1,No
2004-04-23,00:30:00,AR,0,0,0,0,4.1,25,6,0,1,No
2004-04-24,18:47:00,MO,2,0,0,0.01,5.4,200,7,18,0,No
2004-04-24,18:40:00,MO,0,0,0,0,0.2,20,7,18,1,No
2004-04-24,18:15:00,MO,0,0,0,0.01,0.1,20,7,18,1,No
2004-04-24,16:52:00,MO,1,0,0,0.1,4,100,7,16,0,No
2004-04-24,16:12:00,MO,2,5,0,0.6,7.6,200,7,16,0,No
2004-04-24,15:12:00,AR,0,0,0,0,2.3,25,7,15,1,No
2004-04-24,11:17:00,AR,0,0,0,0,2.8,25,7,11,1,No
2004-04-24,11:00:00,AR,0,0,0,0,1.2,25,7,11,1,No
2004-04-27,15:10:00,WA,0,0,0,0.01,2.7,100,3,15,1,No
2004-04-28,20:20:00,TX,0,0,0,0,1,20,4,20,1,No
2004-04-29,20:36:00,FL,0,0,0,0.1,0.5,75,5,20,1,No
2004-04-29,18:55:00,MS,0,0,0,0,0.2,25,5,18,1,No
2004-04-29,18:43:00,MS,0,0,0,0.001,0.3,50,5,18,1,No
2004-04-29,15:35:00,TX,0,0,0,0,0.2,50,5,15,1,No
2004-04-29,14:20:00,LA,0,0,0,0,0.2,25,5,14,1,No
2004-04-29,14:15:00,AR,0,0,0,0,4.2,40,5,14,1,No
2004-04-29,14:02:00,AR,1,0,0,0,2,75,5,14,0,No
2004-04-29,13:34:00,AR,1,0,0,0,7.8,60,5,13,0,No
2004-04-29,13:16:00,AR,0,0,0,0,2.2,25,5,13,1,No
2004-04-29,12:58:00,AR,0,0,0,0,7.5,50,5,12,1,No
2004-04-29,11:52:00,AR,1,0,0,0.2,9,150,5,11,0,No
2004-04-29,11:05:00,LA,1,0,0,0.03,7,75,5,11,0,No
2004-04-30,16:00:00,TX,0,0,0,0,0.2,50,6,16,1,No
2004-04-30,13:02:00,TX,0,0,0,0,1,100,6,13,1,No
2004-05-01,15:32:00,MS,1,0,0,0.01,6,100,7,15,0,No
2004-05-01,15:03:00,MS,1,0,0,0.07,9,100,7,15,0,No
2004-05-01,15:02:00,MS,1,0,0,0.03,0.7,75,7,15,0,No
2004-05-01,14:43:00,MS,1,0,0,0.03,9,300,7,14,0,No
2004-05-01,14:10:00,IA,0,0,0,0,3,50,7,14,1,No
2004-05-01,09:00:00,TX,0,0,0,0,0.1,20,7,9,1,No
2004-05-01,08:12:00,TX,0,0,0,0,0.1,20,7,8,1,No
2004-05-01,07:45:00,TX,1,1,0,0.28,0.5,45,7,7,0,No
2004-05-01,03:24:00,MO,1,0,0,0.01,0.2,50,7,3,0,No
2004-05-01,00:00:00,AR,0,0,0,0,3.5,25,7,0,1,No
2004-05-02,20:30:00,VA,1,0,0,0.03,1,100,1,20,0,No
2004-05-02,17:27:00,VA,1,0,0,0.01,4.3,150,1,17,0,No
2004-05-02,15:15:00,NC,1,0,0,0,2.3,300,1,15,0,No
2004-05-02,14:55:00,IL,0,0,0,0,0.1,10,1,14,1,No
2004-05-02,09:30:00,GA,1,6,0,0.55,8,100,1,9,0,No
2004-05-07,17:51:00,VA,1,0,0,0.01,3,300,6,17,0,No
2004-05-07,04:42:00,IL,0,0,0,0,0.1,10,6,4,1,No
2004-05-08,20:25:00,IA,1,0,0,0.1,7,50,7,20,0,No
2004-05-08,19:55:00,IA,1,0,0,0,8,150,7,19,0,No
2004-05-08,18:40:00,NE,0,0,0,0,0.3,30,7,18,1,No
2004-05-08,18:00:00,NE,0,0,0,0,0.2,50,7,18,1,No
2004-05-09,19:30:00,IA,0,0,0,0,0.2,50,1,19,1,No
2004-05-09,19:18:00,MN,0,0,0,0,0.5,50,1,19,1,No
2004-05-09,19:15:00,IA,0,0,0,0.001,0.5,50,1,19,1,No
2004-05-09,19:07:00,MN,1,0,0,0.02,6,100,1,19,0,No
2004-05-09,18:05:00,IN,0,0,0,0,0.2,20,1,18,1,No
2004-05-09,16:21:00,MN,1,0,0,0,0.3,25,1,16,0,No
2004-05-09,16:00:00,MN,0,0,0,0,1,50,1,16,1,No
2004-05-10,20:38:00,CO,0,0,0,0,3,150,2,20,1,No
2004-05-10,20:21:00,CO,0,0,0,0,4,150,2,20,1,No
2004-05-10,19:59:00,CO,0,0,0,0,12,500,2,19,1,No
2004-05-10,19:49:00,CO,0,0,0,0,0.1,50,2,19,1,No
2004-05-10,19:04:00,CO,2,0,0,0,6,150,2,19,0,No
2004-05-10,18:44:00,CO,0,0,0,0,2,50,2,18,1,No
2004-05-10,18:33:00,CO,1,0,0,0,9,200,2,18,0,No
2004-05-10,18:04:00,CO,0,0,0,0,0.1,50,2,18,1,No
2004-05-10,16:55:00,IL,0,0,0,0,0.2,10,2,16,1,No
2004-05-10,16:30:00,IL,0,0,0,0,0.2,10,2,16,1,No
2004-05-10,16:05:00,IL,0,0,0,0,0.2,10,2,16,1,No
2004-05-11,20:15:00,MN,1,0,0,0,0.2,50,3,20,0,No
2004-05-11,20:05:00,MN,1,0,0,0,0.2,50,3,20,0,No
2004-05-11,19:22:00,MN,0,0,0,0,1,25,3,19,1,No
2004-05-11,18:40:00,MN,0,0,0,0,0.1,25,3,18,1,No
2004-05-11,17:58:00,MN,0,0,0,0,0.1,25,3,17,1,No
2004-05-11,17:30:00,MN,0,0,0,0,0.1,25,3,17,1,No
2004-05-11,17:19:00,TX,0,0,0,0,0.1,25,3,17,1,No
2004-05-11,16:31:00,TX,0,0,0,0.002,1,25,3,16,1,No
2004-05-11,15:25:00,TX,1,0,0,0.36,1,250,3,15,0,No
2004-05-11,12:45:00,TX,0,0,0,0.01,0.2,25,3,12,1,No
2004-05-12,21:05:00,KS,1,0,0,0.1,2.5,150,4,21,0,No
2004-05-12,20:45:00,KS,1,0,0,0.1,3.5,100,4,20,0,No
2004-05-12,20:18:00,KS,2,0,0,0.1,1,100,4,20,0,No
2004-05-12,20:10:00,KS,2,0,0,0.14,2,300,4,20,0,No
2004-05-12,20:05:00,KS,1,0,0,0.22,1.5,75,4,20,0,No
2004-05-12,20:02:00,KS,0,0,0,0,1.2,75,4,20,1,No
2004-05-12,19:40:00,CO,1,0,0,0,0.5,100,4,19,0,No
2004-05-12,19:40:00,KS,4,1,0,0.28,1.2,500,4,19,0,No
2004-05-12,19:32:00,KS,0,0,0,0,1,50,4,19,1,No
2004-05-12,19:14:00,KS,1,0,0,0,4,125,4,19,0,No
2004-05-12,19:02:00,KS,2,0,0,0.14,1.8,200,4,19,0,No
2004-05-12,18:53:00,KS,0,0,0,0,0.3,50,4,18,1,No
2004-05-12,18:38:00,CO,0,0,0,0,0.5,50,4,18,1,No
2004-05-12,18:22:00,LA,0,0,0,0.002,0.3,25,4,18,1,No
2004-05-12,18:13:00,CO,0,0,0,0,0.5,50,4,18,1,No
2004-05-12,18:08:00,KS,1,0,0,0.01,2.5,120,4,18,0,No
2004-05-12,18:04:00,KS,0,0,0,0,0.3,40,4,18,1,No
2004-05-12,18:01:00,KS,0,0,0,0,0.5,20,4,18,1,No
2004-05-13,17:40:00,TX,0,0,0,0,0.5,50,5,17,1,No
2004-05-13,17:20:00,TX,0,0,0,0,0.5,50,5,17,1,No
2004-05-13,17:15:00,TX,0,0,0,0,0.4,50,5,17,1,No
2004-05-13,16:32:00,MI,0,0,0,0,2,20,5,16,1,No
2004-05-13,15:04:00,OK,1,0,0,0.1,2.6,135,5,15,0,No
2004-05-13,14:26:00,TX,0,0,0,0,0.5,50,5,14,1,No
2004-05-13,13:45:00,TX,0,0,0,0,0.2,20,5,13,1,No
2004-05-13,13:07:00,TX,0,0,0,0,0.2,20,5,13,1,No
2004-05-13,09:30:00,CO,1,0,0,0.002,0.7,20,5,9,0,No
2004-05-13,05:45:00,TX,1,0,0,0.52,3,50,5,5,0,No
2004-05-14,16:56:00,MI,0,0,0,0,0.1,10,6,16,1,No
2004-05-14,16:11:00,MI,0,0,0,0.01,0.5,30,6,16,1,No
2004-05-14,16:03:00,MI,0,0,0,0,0.1,10,6,16,1,No
2004-05-14,14:20:00,MI,1,0,0,0.25,4,125,6,14,0,No
2004-05-14,13:38:00,MI,0,0,0,0.15,3.5,75,6,13,1,No
2004-05-16,19:31:00,KS,0,0,0,0,0.2,50,1,19,1,No
2004-05-16,18:43:00,NE,0,0,0,0.25,2.5,75,1,18,1,No
2004-05-16,18:30:00,MN,0,0,0,0.02,1,100,1,18,1,No
2004-05-16,18:25:00,KS,1,0,0,0.01,0.5,100,1,18,0,No
2004-05-16,18:21:00,NE,0,0,0,0,1,20,1,18,1,No
2004-05-16,18:20:00,NE,0,0,0,0,3,50,1,18,1,No
2004-05-16,17:57:00,NE,0,0,0,0,1,25,1,17,1,No
2004-05-16,17:54:00,KS,0,0,0,0,0.5,50,1,17,1,No
2004-05-16,17:49:00,NE,0,0,0,0,2,30,1,17,1,No
2004-05-16,17:48:00,NE,0,0,0,0,1,50,1,17,1,No
2004-05-16,16:55:00,NE,1,0,0,0.04,6,100,1,16,0,No
2004-05-16,16:51:00,NE,0,0,0,0,0.2,30,1,16,1,No
2004-05-16,16:28:00,KS,0,0,0,0,0.5,50,1,16,1,No
2004-05-16,16:15:00,KS,0,0,0,0.05,2,50,1,16,1,No
2004-05-16,15:48:00,NE,0,0,0,0,0.1,20,1,15,1,No
2004-05-16,14:41:00,KS,0,0,0,0,1.5,75,1,14,1,No
2004-05-18,17:26:00,IL,0,0,0,0,0.1,10,3,17,1,No
2004-05-18,16:12:00,IL,0,0,0,0,0.1,10,3,16,1,No
2004-05-18,16:06:00,IL,1,0,0,0,0.3,50,3,16,0,No
2004-05-19,18:44:00,ND,1,0,0,0,1,50,4,18,0,No
2004-05-19,18:38:00,MN,0,0,0,0,0.1,25,4,18,1,No
2004-05-19,18:05:00,MN,3,0,0,0.2,1.5,150,4,18,0,No
2004-05-19,17:53:00,ND,0,0,0,0,0.1,25,4,17,1,No
2004-05-19,17:49:00,ND,0,0,0,0,0.1,25,4,17,1,No
2004-05-19,17:40:00,ND,0,0,0,0,0.1,25,4,17,1,No
2004-05-19,17:40:00,ND,0,0,0,0,0.1,25,4,17,1,No
2004-05-19,17:39:00,ND,0,0,0,0,0.1,25,4,17,1,No
2004-05-19,17:20:00,ND,2,0,0,0,0.7,150,4,17,0,No
2004-05-19,17:18:00,ND,0,0,0,0,0.1,25,4,17,1,No
2004-05-19,17:00:00,WA,0,0,0,0,0.3,50,4,17,1,No
2004-05-19,16:51:00,ND,0,0,0,0,0.5,25,4,16,1,No
2004-05-19,16:35:00,ND,0,0,0,0,1,25,4,16,1,No
2004-05-19,16:25:00,ND,1,0,0,0,4,150,4,16,0,No
2004-05-19,15:57:00,ND,0,0,0,0,0.1,25,4,15,1,No
2004-05-19,15:50:00,ND,2,0,0,0,3,200,4,15,0,No
2004-05-19,15:50:00,IL,0,0,0,0,0.1,20,4,15,1,No
2004-05-19,15:49:00,ND,1,0,0,0,1,600,4,15,0,No
2004-05-20,17:30:00,PA,0,0,0,0.05,1,20,5,17,1,No
2004-05-21,21:13:00,NE,0,0,0,0,0.2,20,6,21,1,No
2004-05-21,20:20:00,SD,0,0,0,0,0.1,50,6,20,1,No
2004-05-21,20:20:00,NE,1,0,0,0,0.5,150,6,20,0,No
2004-05-21,19:44:00,NE,0,0,0,0,0.2,20,6,19,1,No
2004-05-21,19:20:00,NE,1,0,0,0,1.5,150,6,19,0,No
2004-05-21,19:14:00,WV,0,0,0,0,3,1,6,19,1,No
2004-05-21,18:30:00,IA,0,0,0,0,0.2,25,6,18,1,No
2004-05-21,17:16:00,WA,0,0,0,0,0.2,70,6,17,1,No
2004-05-21,17:08:00,IA,2,15,0,2.52,12.5,880,6,17,0,No
2004-05-21,17:00:00,IA,1,0,0,0.03,5,300,6,17,0,No
2004-05-21,16:12:00,IA,1,0,0,0.23,1,200,6,16,0,No
2004-05-21,16:06:00,IA,1,0,0,0.04,6,100,6,16,0,No
2004-05-21,15:44:00,IA,0,0,0,0,0,50,6,15,1,No
2004-05-21,15:22:00,IA,3,0,0,0.25,3,200,6,15,0,No
2004-05-21,15:13:00,IA,1,0,0,0.05,1.7,150,6,15,0,No
2004-05-21,15:07:00,IA,0,0,0,0,0.1,50,6,15,1,No
2004-05-21,15:05:00,IA,0,0,0,0,0.1,50,6,15,1,No
2004-05-21,14:22:00,IA,0,0,0,0,0.5,40,6,14,1,No
2004-05-21,14:21:00,IA,0,0,0,0,0.3,30,6,14,1,No
2004-05-21,14:15:00,IA,0,0,0,0,0.5,40,6,14,1,No
2004-05-21,14:02:00,OH,0,0,0,0,0,0,6,14,1,No
2004-05-21,13:49:00,IA,0,0,0,0,0.5,30,6,13,1,No
2004-05-21,13:38:00,IA,1,0,0,0.002,3.5,100,6,13,0,No
2004-05-21,13:28:00,IA,0,0,0,0,3,50,6,13,1,No
2004-05-22,23:02:00,IA,1,0,0,0.1,7,250,7,23,0,No
2004-05-22,22:33:00,IA,0,0,0,0,0.2,30,7,22,1,No
2004-05-22,21:12:00,NE,1,0,0,0,1,150,7,21,0,No
2004-05-22,20:57:00,NE,1,0,0,0,4,250,7,20,0,No
2004-05-22,20:40:00,NE,1,0,0,0,1.5,150,7,20,0,No
2004-05-22,20:30:00,NE,1,0,0,0,3,100,7,20,0,No
2004-05-22,20:25:00,NE,0,0,0,0.25,6,200,7,20,1,No
2004-05-22,20:15:00,IA,0,0,0,0,0.3,30,7,20,1,No
2004-05-22,20:06:00,IA,0,0,0,0,2,50,7,20,1,No
2004-05-22,19:59:00,KS,0,0,0,0,0.1,50,7,19,1,No
2004-05-22,19:56:00,KS,0,0,0,0,0.1,50,7,19,1,No
2004-05-22,19:53:00,NE,1,0,0,1,10,400,7,19,0,No
2004-05-22,19:45:00,IA,0,0,0,0,2,200,7,19,1,No
2004-05-22,19:44:00,KS,2,0,0,0.09,2,100,7,19,0,No
2004-05-22,19:42:00,KS,0,0,0,0.01,0.1,50,7,19,1,No
2004-05-22,19:40:00,IA,1,0,0,0.01,17,100,7,19,0,No
2004-05-22,19:36:00,IA,0,0,0,0.01,1.5,40,7,19,1,No
2004-05-22,19:35:00,IA,0,0,0,0,0.2,25,7,19,1,No
2004-05-22,19:27:00,IA,0,0,0,0,0.2,25,7,19,1,No
2004-05-22,19:23:00,IA,0,0,0,0,0.2,25,7,19,1,No
2004-05-22,19:20:00,IA,0,0,0,0,0.2,25,7,19,1,No
2004-05-22,19:19:00,IA,0,0,0,0,0.5,40,7,19,1,No
2004-05-22,19:19:00,IA,0,0,0,0,0.2,60,7,19,1,No
2004-05-22,19:13:00,IA,0,0,0,0.001,0.5,50,7,19,1,No
2004-05-22,19:06:00,IA,0,0,0,0,0.2,25,7,19,1,No
2004-05-22,18:55:00,IA,1,0,0,0.002,5,100,7,18,0,No
2004-05-22,18:45:00,IA,0,0,0,0,0.2,25,7,18,1,No
2004-05-22,18:45:00,IA,0,0,0,0.002,1.4,50,7,18,1,No
2004-05-22,18:35:00,NE,0,0,0,0,2,80,7,18,1,No
2004-05-22,18:34:00,NE,0,0,0,0.04,0.2,75,7,18,1,No
2004-05-22,18:32:00,NE,1,0,0,0.1,2,150,7,18,0,No
2004-05-22,18:30:00,NE,4,38,1,160.22,54,4400,7,18,0,Yes
2004-05-22,18:29:00,NE,1,0,0,0,0.2,25,7,18,0,No
2004-05-22,18:26:00,NE,1,0,0,0.1,2.5,100,7,18,0,No
2004-05-22,18:24:00,NE,0,0,0,0,1,50,7,18,1,No
2004-05-22,18:19:00,NE,2,0,0,5,23,700,7,18,0,No
2004-05-22,18:17:00,NE,0,0,0,0,0.1,10,7,18,1,No
2004-05-22,18:15:00,NE,1,0,0,0,2,200,7,18,0,No
2004-05-22,18:13:00,NE,0,0,0,0,0.1,10,7,18,1,No
2004-05-22,18:12:00,NE,0,0,0,0,0.2,10,7,18,1,No
2004-05-22,18:11:00,IA,0,0,0,0,0.3,30,7,18,1,No
2004-05-22,18:10:00,NE,1,0,0,1,7,150,7,18,0,No
2004-05-22,18:07:00,IA,1,0,0,0.05,7.1,100,7,18,0,No
2004-05-22,18:00:00,NE,2,0,0,2.5,8,800,7,18,0,No
2004-05-22,17:53:00,NE,0,0,0,0,0.2,75,7,17,1,No
2004-05-22,17:50:00,NE,1,0,0,0.05,0.5,30,7,17,0,No
2004-05-22,17:46:00,NE,0,0,0,0.25,3.5,125,7,17,1,No
2004-05-22,17:36:00,NE,0,0,0,0.01,0.1,50,7,17,1,No
2004-05-22,17:34:00,NE,1,0,0,0.04,0.2,20,7,17,0,No
2004-05-22,17:11:00,NE,0,0,0,0,0.2,75,7,17,1,No
2004-05-22,17:10:00,NE,0,0,0,0,0.5,50,7,17,1,No
2004-05-22,17:04:00,NE,0,0,0,0,0.2,100,7,17,1,No
2004-05-22,16:49:00,NE,0,0,0,0.15,0.2,50,7,16,1,No
2004-05-22,16:40:00,NE,0,0,0,0,2,20,7,16,1,No
2004-05-22,16:40:00,NE,0,0,0,0,0.1,10,7,16,1,No
2004-05-22,16:35:00,NE,1,0,0,0.3,3,400,7,16,0,No
2004-05-22,16:28:00,NE,0,0,0,0.01,0.1,50,7,16,1,No
2004-05-22,16:22:00,NE,0,0,0,0,0.2,20,7,16,1,No
2004-05-22,15:20:00,CO,0,0,0,0,0.1,50,7,15,1,No
2004-05-22,15:10:00,MI,0,0,0,0.02,1,50,7,15,1,No
2004-05-22,14:45:00,MI,1,0,0,0.01,1,50,7,14,0,No
2004-05-22,14:35:00,MI,0,0,0,0,0.1,20,7,14,1,No
2004-05-22,14:10:00,WY,0,0,0,0,0.2,25,7,14,1,No
2004-05-22,14:02:00,MI,0,0,0,0,0.2,30,7,14,1,No
2004-05-22,13:58:00,MI,0,0,0,0,2.5,50,7,13,1,No
2004-05-22,00:00:00,NE,0,0,0,0,0,0,7,0,1,No
2004-05-23,19:20:00,IL,2,0,0,0,13.1,240,1,19,0,No
2004-05-23,18:30:00,MI,1,0,0,0.01,1,75,1,18,0,No
2004-05-23,18:27:00,IL,0,0,0,0,0.1,10,1,18,1,No
2004-05-23,18:25:00,WI,0,0,0,0,0.1,25,1,18,1,No
2004-05-23,17:59:00,WI,0,0,0,0,1.3,25,1,17,1,No
2004-05-23,17:55:00,WI,0,0,0,0,1,25,1,17,1,No
2004-05-23,17:40:00,OR,0,0,0,0,0.1,10,1,17,1,No
2004-05-23,16:10:00,MI,0,0,0,0,0.1,5,1,16,1,No
2004-05-23,16:00:00,MI,0,0,0,0,0.1,20,1,16,1,No
2004-05-23,05:47:00,WI,0,0,0,0,0.1,75,1,5,1,No
2004-05-24,23:09:00,IL,1,0,0,0,0.3,75,2,23,0,No
2004-05-24,22:35:00,IL,2,1,0,4,1.2,100,2,22,0,No
2004-05-24,22:19:00,IL,1,1,1,0,7.3,100,2,22,0,Yes
2004-05-24,22:15:00,IL,1,0,0,0,3,50,2,22,0,No
2004-05-24,22:05:00,IL,1,0,0,0,5,50,2,22,0,No
2004-05-24,22:00:00,IL,0,0,0,0,1,40,2,22,1,No
2004-05-24,21:55:00,MO,0,0,0,0,0.2,40,2,21,1,No
2004-05-24,21:55:00,MO,0,0,0,0,2,50,2,21,1,No
2004-05-24,18:58:00,OK,0,0,0,0,0.1,30,2,18,1,No
2004-05-24,18:53:00,IA,0,0,0,0.002,0.1,25,2,18,1,No
2004-05-24,18:48:00,KS,0,0,0,0,0.1,50,2,18,1,No
2004-05-24,18:45:00,MO,1,0,0,0.3,1,100,2,18,0,No
2004-05-24,18:39:00,KS,0,0,0,0,0.1,50,2,18,1,No
2004-05-24,18:32:00,OK,0,0,0,0,0.2,30,2,18,1,No
2004-05-24,18:29:00,KS,0,0,0,0,0.1,50,2,18,1,No
2004-05-24,18:29:00,OK,0,0,0,0.001,0.3,50,2,18,1,No
2004-05-24,18:27:00,OK,0,0,0,0.001,0.7,30,2,18,1,No
2004-05-24,18:25:00,KS,1,0,0,0.1,1.2,75,2,18,0,No
2004-05-24,18:21:00,OK,0,0,0,0,0.5,30,2,18,1,No
2004-05-24,18:20:00,IA,0,0,0,0,0.2,30,2,18,1,No
2004-05-24,18:12:00,MO,0,0,0,0,2,100,2,18,1,No
2004-05-24,17:47:00,MO,1,0,0,0.2,5,150,2,17,0,No
2004-05-24,17:27:00,OK,1,0,0,0.05,0.2,30,2,17,0,No
2004-05-24,17:24:00,MO,0,0,0,0,0.5,50,2,17,1,No
2004-05-24,17:21:00,OK,1,0,0,0.04,0.2,25,2,17,0,No
2004-05-24,17:18:00,MO,1,0,0,1.7,9.5,200,2,17,0,No
2004-05-24,16:53:00,MO,0,0,0,0,0.5,50,2,16,1,No
2004-05-24,16:40:00,IA,0,0,0,0,0.2,30,2,16,1,No
2004-05-24,16:29:00,KS,0,0,0,0,0.1,50,2,16,1,No
2004-05-24,16:25:00,KS,0,0,0,0,0.1,50,2,16,1,No
2004-05-24,16:12:00,KS,0,0,0,0,0.1,50,2,16,1,No
2004-05-24,16:08:00,KS,0,0,0,0,0.1,50,2,16,1,No
2004-05-24,15:58:00,IA,0,0,0,0,0.5,50,2,15,1,No
2004-05-24,15:57:00,KS,0,0,0,0,0.1,50,2,15,1,No
2004-05-24,15:55:00,MO,2,1,0,10,17,250,2,15,0,No
2004-05-24,15:30:00,NY,1,0,0,0.1,6,100,2,15,0,No
2004-05-24,15:30:00,IA,0,0,0,0,3,40,2,15,1,No
2004-05-24,15:29:00,NE,0,0,0,0,0.1,25,2,15,1,No
2004-05-24,15:28:00,MO,0,0,0,0,0.5,50,2,15,1,No
2004-05-24,15:24:00,KS,0,0,0,0,0.1,50,2,15,1,No
2004-05-24,15:18:00,KS,0,0,0,0,0.1,50,2,15,1,No
2004-05-24,15:16:00,NE,0,0,0,0,0.1,25,2,15,1,No
2004-05-24,15:15:00,KS,0,0,0,0,0.1,50,2,15,1,No
2004-05-24,15:06:00,NE,1,0,0,0.5,2,450,2,15,0,No
2004-05-24,15:02:00,NE,0,0,0,0.03,2,75,2,15,1,No
2004-05-24,14:58:00,NE,1,0,0,0.1,2,100,2,14,0,No
2004-05-24,14:52:00,NE,0,0,0,0,0.1,15,2,14,1,No
2004-05-24,14:41:00,NE,0,0,0,0.001,0.1,15,2,14,1,No
2004-05-24,14:35:00,NE,0,0,0,0,0.1,15,2,14,1,No
2004-05-24,14:35:00,MO,1,0,0,0.01,2,300,2,14,0,No
2004-05-24,14:28:00,NE,0,0,0,0,0.1,25,2,14,1,No
2004-05-24,14:20:00,NE,0,0,0,0,0.1,25,2,14,1,No
2004-05-24,14:05:00,NE,0,0,0,0.04,2,50,2,14,1,No
2004-05-25,21:25:00,VA,1,0,0,0.02,0.1,10,3,21,0,No
2004-05-25,18:12:00,TX,0,0,0,0,0.1,75,3,18,1,No
2004-05-25,17:45:00,TX,0,0,0,0,1.2,125,3,17,1,No
2004-05-25,16:55:00,MO,0,0,0,0,0.5,50,3,16,1,No
2004-05-25,16:49:00,VA,0,0,0,0.001,0.5,50,3,16,1,No
2004-05-25,16:45:00,TX,0,0,0,0,2,50,3,16,1,No
2004-05-25,16:23:00,IL,0,0,0,0,0.5,50,3,16,1,No
2004-05-25,16:10:00,PA,0,0,0,0,0.3,100,3,16,1,No
2004-05-25,15:56:00,MD,0,0,0,0,0.5,50,3,15,1,No
2004-05-25,15:37:00,MD,1,0,0,0.25,1.5,100,3,15,0,No
2004-05-25,15:15:00,PA,2,0,0,3.5,7,50,3,15,0,No
2004-05-26,21:20:00,MO,2,1,0,0.5,12,200,4,21,0,No
2004-05-26,20:50:00,MO,0,0,0,0,1,25,4,20,1,No
2004-05-26,20:15:00,KS,1,2,0,0.07,5.5,400,4,20,0,No
2004-05-26,19:59:00,OK,1,0,0,0.01,1,100,4,19,0,No
2004-05-26,18:37:00,OK,0,0,0,0.03,3,200,4,18,1,No
2004-05-26,18:10:00,TX,0,0,0,0,0.1,20,4,18,1,No
2004-05-26,18:08:00,TX,0,0,0,0,0.1,20,4,18,1,No
2004-05-26,15:45:00,VA,0,0,0,0.02,0.5,50,4,15,1,No
2004-05-26,15:30:00,TN,1,0,0,0.03,2,50,4,15,0,No
2004-05-26,15:04:00,VA,1,0,0,0.03,1.5,50,4,15,0,No
2004-05-26,01:35:00,VA,0,0,0,0.01,0.5,50,4,1,1,No
2004-05-27,21:32:00,KY,1,0,0,0.04,0.2,50,5,21,0,No
2004-05-27,20:15:00,KY,3,6,0,7.5,3,100,5,20,0,No
2004-05-27,19:40:00,MO,0,0,0,0,0.2,40,5,19,1,No
2004-05-27,19:10:00,MO,0,0,0,0,0.2,50,5,19,1,No
2004-05-27,18:55:00,IN,1,0,0,0.5,2.9,200,5,18,0,No
2004-05-27,18:50:00,KY,2,2,0,2.5,7.8,300,5,18,0,No
2004-05-27,18:35:00,MO,0,0,0,0,1.5,50,5,18,1,No
2004-05-27,18:31:00,TX,0,0,0,0,1.2,40,5,18,1,No
2004-05-27,18:30:00,TX,0,0,0,0,1,30,5,18,1,No
2004-05-27,18:30:00,MO,0,0,0,0,0.2,50,5,18,1,No
2004-05-27,18:20:00,OH,1,0,0,0.1,2,167,5,18,0,No
2004-05-27,18:19:00,TX,0,0,0,0,0.8,30,5,18,1,No
2004-05-27,18:09:00,TX,0,0,0,0,0.1,20,5,18,1,No
2004-05-27,17:47:00,TX,0,0,0,0,0.1,20,5,17,1,No
2004-05-27,17:40:00,TX,1,0,0,0.05,4,100,5,17,0,No
2004-05-27,17:40:00,MO,0,0,0,0,1,75,5,17,1,No
