Response_id,Age,Education,Marital_Statu,Generation,Employment_Status,Hours_Worked,Money_Motivate,Student,Credit_Hours,Hours_Study,Exercise,Hours_Exercise,Hours_Eat_Drink,Sleep,Leisure,Phone,Blood,Life_Expectation,Energy,Children_Finance,Money_EatingOut,Smartphone_Purchase,Facebook,Instagram,SnapChat,Twitter,YouTube,LinkedIn,WhatsApp,TikTok,Pinterest,BeReal,Hours_SocialMedia,Politics
1403600,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,15,Yes,3,1,7,10,5,No,...better.,Extremely important,Worse off,5,Yes,1,1,0,1,1,1,0,1,1,0,3,More
1403601,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,15,10,Yes,5,5,7,3,3,No,...better.,Somewhat important,Worse off,15,No,0,1,0,0,1,0,0,0,0,0,2,More
1403649,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,13,1,Yes,2.5,1.5,9,2,0.5,No,...about the same.,Very important,Worse off,0,No,0,0,0,0,1,0,0,0,0,0,0,More
1403650,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,13,1,Yes,2.5,1.5,9,2,0.5,No,...about the same.,Very important,Worse off,0,No,0,0,0,0,1,0,0,0,0,0,0,More
1403654,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,12,7,No,"",1,6,8,5,Yes,...about the same.,Very important,About the same,112,Yes,1,1,1,0,1,0,1,1,1,0,4,More
1403655,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,12,7,No,"",1,6,8,5,Yes,...about the same.,Very important,About the same,112,Yes,1,1,1,0,1,0,1,1,1,0,4,More
1403661,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,2,Yes,3,3,7,5,2,No,...better.,Somewhat important,Better off,40,Yes,0,0,0,1,1,0,0,0,0,0,2,More
1403677,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,17,8,No,"",2.5,8,10,6,No,...better.,Not too important,About the same,275,Yes,1,1,1,1,1,1,0,1,1,1,4,More
1403679,20,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,30,Sole motivating factor,Yes,40,4,No,"",1,5,1,1,No,...worse.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,0,0,1,More
1403680,20,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,30,Sole motivating factor,Yes,40,4,No,"",1,5,1,1,No,...worse.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,0,0,1,More
1403685,35,Bachelor's Degree,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,6,2,5,4,2,No,...worse.,Somewhat important,Worse off,120,Yes,1,0,1,1,0,0,1,1,0,0,5,Not much impact
1403686,35,Bachelor's Degree,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,6,2,5,4,2,No,...worse.,Somewhat important,Worse off,120,Yes,1,0,1,1,0,0,1,1,0,0,5,Not much impact
1403687,35,Bachelor's Degree,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,6,2,5,4,2,No,...worse.,Somewhat important,Worse off,120,Yes,1,0,1,1,0,0,1,1,0,0,5,Not much impact
1403690,14,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,20,30,Yes,5,2.5,8,2,1,No,...about the same.,Not too important,Worse off,20,Yes,1,0,0,0,1,0,1,0,0,0,1,More
1403691,14,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,20,30,Yes,5,2.5,8,2,1,No,...about the same.,Not too important,Worse off,20,Yes,1,0,0,0,1,0,1,0,0,0,1,More
1403692,14,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,20,30,Yes,5,2.5,8,2,1,No,...about the same.,Not too important,Worse off,20,Yes,1,0,0,0,1,0,1,0,0,0,1,More
1403693,14,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,20,30,Yes,5,2.5,8,2,1,No,...about the same.,Not too important,Worse off,20,Yes,1,0,0,0,1,0,1,0,0,0,1,More
1403696,26,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,15,10,No,"",5,8,2,12,No,...better.,Very important,Better off,200,Yes,1,1,1,1,1,0,0,1,0,0,4,More
1403707,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Somewhat,Yes,15,5,Yes,2,2,8,6,6,No,...better.,Somewhat important,About the same,50,Yes,0,1,1,1,1,0,0,1,1,0,5,More
1403734,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Somewhat,Yes,19,10,No,"",1,6,1,1,No,...better.,Extremely important,About the same,25,Yes,0,1,0,0,1,0,0,1,1,0,1,More
1403735,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Somewhat,Yes,19,10,No,"",1,6,1,1,No,...better.,Extremely important,About the same,25,Yes,0,1,0,0,1,0,0,1,1,0,1,More
1403736,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Somewhat,Yes,19,10,No,"",1,6,1,1,No,...better.,Extremely important,About the same,25,Yes,0,1,0,0,1,0,0,1,1,0,1,More
1403745,38,Some College,Divorced/Separated,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,15,81,No,"",0.5,6.5,3,1,No,...better.,Not too important,Worse off,25,Yes,1,0,0,0,1,0,0,0,0,0,0.25,More
1403747,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),36,Somewhat,Yes,16,7,No,"",2,8,6,3,No,...better.,Somewhat important,About the same,65,Yes,1,1,1,1,1,1,0,1,1,1,2,More
1403748,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),36,Somewhat,Yes,16,7,No,"",2,8,6,3,No,...better.,Somewhat important,About the same,65,Yes,1,1,1,1,1,1,0,1,1,1,2,More
1403749,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),36,Somewhat,Yes,16,7,No,"",2,8,6,3,No,...better.,Somewhat important,About the same,65,Yes,1,1,1,1,1,1,0,1,1,1,2,More
1403776,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"",Sole motivating factor,Yes,18,46,No,"",12,7,2,2,No,...better.,Somewhat important,Worse off,340,No,0,1,1,0,1,0,0,0,0,1,1,More
1403777,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"",Sole motivating factor,Yes,18,46,No,"",12,7,2,2,No,...better.,Somewhat important,Worse off,340,No,0,1,1,0,1,0,0,0,0,1,1,More
1403780,45,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),60,Somewhat,No,"","",Yes,5,2,6,1,2,Yes,...about the same.,Extremely important,Worse off,40,No,1,1,0,0,1,1,1,0,0,0,1,More
1403794,57,Graduate or Professional Degree,Never been married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),55,Somewhat,No,"","",Yes,2,1.5,8.5,3,1,No,...better.,Very important,Worse off,12,No,1,0,0,0,0,0,0,0,0,0,0.25,More
1403798,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",No,"","",No,"",1,7,2,1,No,...better.,Somewhat important,Better off,50,Yes,0,0,0,0,1,0,0,0,0,0,1,More
1403799,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",No,"","",No,"",1,7,2,1,No,...better.,Somewhat important,Better off,50,Yes,0,0,0,0,1,0,0,0,0,0,1,More
1403806,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),17.5,Somewhat,Yes,3,6,Yes,2.5,1.5,8,3,2,No,...about the same.,Very important,Worse off,50,Yes,1,1,1,1,0,0,0,1,1,1,4,More
1403807,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),17.5,Somewhat,Yes,3,6,Yes,2.5,1.5,8,3,2,No,...about the same.,Very important,Worse off,50,Yes,1,1,1,1,0,0,0,1,1,1,4,More
1403809,35,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),35,Somewhat,No,"","",Yes,4,2,6.5,0.25,0.5,No,...better.,Very important,About the same,10,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1403812,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,5,18,Yes,1,3,8,5,6,No,...better.,Very important,About the same,2,Yes,1,1,1,0,1,0,0,1,1,1,6,More
1403820,55,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Not at all,No,"","",Yes,10,2,7,1,0.5,Yes,...about the same.,Extremely important,About the same,50,Yes,1,0,0,0,1,0,1,0,0,0,0.1,More
1403821,55,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Not at all,No,"","",Yes,10,2,7,1,0.5,Yes,...about the same.,Extremely important,About the same,50,Yes,1,0,0,0,1,0,1,0,0,0,0.1,More
1403823,44,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",2,7,3,3,No,...about the same.,Somewhat important,Worse off,150,Yes,0,0,0,1,1,1,0,0,0,0,1,More
1403828,54,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",2,7,5,2,No,...better.,Not too important,Worse off,70,Yes,1,1,0,0,1,0,0,0,1,0,1,More
1403831,17,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,10,Somewhat,Yes,6,5,Yes,6,3,7,3,10,No,...better.,Very important,About the same,15,Yes,1,1,0,0,1,1,0,1,1,1,1,Not much impact
1403832,17,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,10,Somewhat,Yes,6,5,Yes,6,3,7,3,10,No,...better.,Very important,About the same,15,Yes,1,1,0,0,1,1,0,1,1,1,1,Not much impact
1403853,39,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,2,1,7,1,1,No,...better.,Extremely important,About the same,40,Yes,1,1,0,1,1,0,0,0,0,0,0.5,More
1403854,39,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,2,1,7,1,1,No,...better.,Extremely important,About the same,40,Yes,1,1,0,1,1,0,0,0,0,0,0.5,More
1403855,41,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,3,3,7,2,2,Yes,...about the same.,Not too important,About the same,40,Yes,1,0,0,0,0,0,0,0,0,0,2,Not much impact
1403856,41,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,3,3,7,2,2,Yes,...about the same.,Not too important,About the same,40,Yes,1,0,0,0,0,0,0,0,0,0,2,Not much impact
1403859,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Sole motivating factor,Yes,18,5,Yes,10,2,10,8,6,No,...better.,Not too important,About the same,30,Yes,0,1,1,0,1,0,0,1,0,0,4,More
1403860,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Sole motivating factor,Yes,18,5,Yes,10,2,10,8,6,No,...better.,Not too important,About the same,30,Yes,0,1,1,0,1,0,0,1,0,0,4,More
1403861,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Sole motivating factor,Yes,18,5,Yes,10,2,10,8,6,No,...better.,Not too important,About the same,30,Yes,0,1,1,0,1,0,0,1,0,0,4,More
1403862,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Sole motivating factor,Yes,18,5,Yes,10,2,10,8,6,No,...better.,Not too important,About the same,30,Yes,0,1,1,0,1,0,0,1,0,0,4,More
1403864,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,40,2,No,2,3,6,7,4,No,...better.,Not too important,Better off,400,Yes,1,1,1,0,1,0,0,1,0,0,4,More
1403869,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),14,Somewhat,Yes,20,7,No,"",4,6,3,4,Yes,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,0,1,1,0,1,Not much impact
1403905,57,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),45,Somewhat,No,"","",Yes,5,1,8,4,1,No,...better.,Very important,Better off,100,Yes,1,0,0,1,1,1,0,0,1,0,1,More
1403908,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Sole motivating factor,Yes,18,15,Yes,5,3,10,12,11,No,...better.,Extremely important,Better off,100,Yes,0,0,0,1,1,0,0,1,1,0,7,More
1403909,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Sole motivating factor,Yes,18,15,Yes,5,3,10,12,11,No,...better.,Extremely important,Better off,100,Yes,0,0,0,1,1,0,0,1,1,0,7,More
1403918,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,20,Yes,5,1,7,2,5,No,...better.,Not at all important,Worse off,250,Yes,0,1,1,1,0,0,0,0,0,0,3,More
1403919,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,15,20,Yes,5,1,7,2,5,No,...better.,Not at all important,Worse off,250,Yes,0,1,1,1,0,0,0,0,0,0,3,More
1403964,65,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,6,2,7,3,2,No,...about the same.,Very important,About the same,50,No,1,1,0,1,0,0,0,0,0,0,1,More
1403968,36,Some College,Never been married,Millennials (Born 1981-1995),Self-Employed,30,Sole motivating factor,Yes,9,4,Yes,10,2,8,6,6,No,...better.,Extremely important,Worse off,0,Yes,0,0,0,0,1,0,1,0,0,0,3,More
1403983,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,25,18,Yes,6,1,7,2,4,No,...better.,Somewhat important,Better off,200,No,0,1,0,0,1,1,0,0,0,0,4,Not much impact
1403984,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,25,18,Yes,6,1,7,2,4,No,...better.,Somewhat important,Better off,200,No,0,1,0,0,1,1,0,0,0,0,4,Not much impact
1403985,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,25,18,Yes,6,1,7,2,4,No,...better.,Somewhat important,Better off,200,No,0,1,0,0,1,1,0,0,0,0,4,Not much impact
1403986,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,25,18,Yes,6,1,7,2,4,No,...better.,Somewhat important,Better off,200,No,0,1,0,0,1,1,0,0,0,0,4,Not much impact
1403987,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,25,18,Yes,6,1,7,2,4,No,...better.,Somewhat important,Better off,200,No,0,1,0,0,1,1,0,0,0,0,4,Not much impact
1403997,14,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,9,Yes,10,2,10,0.5,0,No,...better.,Not too important,About the same,45,No,0,0,0,0,1,0,0,0,0,0,0.5,More
1404093,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,20,12,No,"",2,7.5,2,4,No,...better.,Very important,Worse off,30,Yes,1,1,1,0,1,1,0,0,0,0,3,More
1404096,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,13,35,Yes,9,7,5,1,1,No,...better.,Somewhat important,About the same,2,Yes,0,1,1,0,1,0,0,1,1,0,0.5,More
1404097,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,13,35,Yes,9,7,5,1,1,No,...better.,Somewhat important,About the same,2,Yes,0,1,1,0,1,0,0,1,1,0,0.5,More
1404098,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,13,35,Yes,9,7,5,1,1,No,...better.,Somewhat important,About the same,2,Yes,0,1,1,0,1,0,0,1,1,0,0.5,More
1404099,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,13,35,Yes,9,7,5,1,1,No,...better.,Somewhat important,About the same,2,Yes,0,1,1,0,1,0,0,1,1,0,0.5,More
1404112,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),30,Sole motivating factor,Yes,14,20,No,"",4,7,2,5,No,...better.,Somewhat important,About the same,50,Yes,1,1,0,0,1,0,0,1,0,0,2.5,Less
1404115,19,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,3,Somewhat,Yes,13.75,5,Yes,3,4,7.5,2,3.5,No,...better.,Somewhat important,About the same,25,Yes,1,1,1,0,1,0,0,0,0,0,2,More
1404122,17,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,14,11,Yes,1,3,6,4,5,No,...better.,Very important,Better off,40,Yes,1,1,1,1,1,1,1,1,1,0,3,Not much impact
1404123,17,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,14,11,Yes,1,3,6,4,5,No,...better.,Very important,Better off,40,Yes,1,1,1,1,1,1,1,1,1,0,3,Not much impact
1404145,44,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,No,"","",Yes,7,1,6,2,2,No,...better.,Somewhat important,Better off,13,Yes,1,1,0,0,1,1,1,0,0,0,1,More
1404157,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,6,1,Yes,5,1,7,3,2,No,...about the same.,Somewhat important,Worse off,4,No,0,0,0,0,1,0,0,0,0,0,1,More
1404169,66,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Part-Time (not self-employed),30,Somewhat,No,"","",Yes,4,1,7,4,2,No,...better.,Very important,About the same,100,Yes,1,0,0,0,1,0,0,0,0,0,1,More
1404187,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,20,No,"",3,9,3,3,No,...about the same.,Somewhat important,About the same,25,Yes,1,1,1,1,1,0,0,1,0,0,2,More
1404200,58,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),30,Somewhat,No,"","",Yes,5,5,7.5,2,2,No,...better.,Very important,Worse off,15,Yes,1,0,1,0,1,0,0,0,0,0,1,More
1404286,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Sole motivating factor,Yes,15,3,Yes,5,2,7,5,5,Yes,...better.,Not at all important,Better off,100,Yes,0,1,0,1,1,0,0,0,0,0,3,More
1404287,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Sole motivating factor,Yes,15,3,Yes,5,2,7,5,5,Yes,...better.,Not at all important,Better off,100,Yes,0,1,0,1,1,0,0,0,0,0,3,More
1404297,20,Some College,Widowed,Gen Z (Born 1996-2015),Retired,"","",Yes,15,4,Yes,2,1,8,3,3,Yes,...better.,Very important,About the same,3,No,0,1,1,0,0,0,0,1,0,0,2,Less
1404298,20,Some College,Widowed,Gen Z (Born 1996-2015),Retired,"","",Yes,15,4,Yes,2,1,8,3,3,Yes,...better.,Very important,About the same,3,No,0,1,1,0,0,0,0,1,0,0,2,Less
1404330,68,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),50,Somewhat,No,"","",Yes,3,4,7,2,1,No,...worse.,Somewhat important,Worse off,2,Yes,1,1,0,0,0,0,0,0,0,0,1,More
1404336,50,Bachelor's Degree,Married,Generation X (Born 1965-1980),Unemployed...seeking employment,"","",Yes,4,16,Yes,6,1,8,3,1,No,...better.,Very important,About the same,200,Yes,0,1,0,1,0,1,1,0,0,0,1,More
1404369,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,9,4,Yes,2,4,8,5,8,No,...about the same.,Not too important,Worse off,100,Yes,0,1,1,0,1,0,0,0,0,0,6,More
1404383,54,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),25,Somewhat,No,"","",Yes,14,1.2,8,5,4,No,...about the same.,Extremely important,Worse off,100,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1404420,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,9,5,Yes,14,3,9,4,2,No,...better.,Not too important,Better off,100,Yes,1,1,1,1,1,1,0,1,1,1,1,More
1404421,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,9,5,Yes,14,3,9,4,2,No,...better.,Not too important,Better off,100,Yes,1,1,1,1,1,1,0,1,1,1,1,More
1404422,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,9,5,Yes,14,3,9,4,2,No,...better.,Not too important,Better off,100,Yes,1,1,1,1,1,1,0,1,1,1,1,More
1404432,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,28,6,Yes,5,3,8,3,4,No,...better.,Somewhat important,About the same,30,Yes,1,1,1,1,1,0,1,1,1,1,4,Not much impact
1404450,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,15,Yes,20,1.5,5,4,4,No,...better.,Extremely important,Worse off,60,Yes,1,1,1,1,1,1,0,1,1,1,3,More
1404451,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,15,15,Yes,20,1.5,5,4,4,No,...better.,Extremely important,Worse off,60,Yes,1,1,1,1,1,1,0,1,1,1,3,More
1404464,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Sole motivating factor,Yes,14,6,No,"",1,10,8,2,No,...better.,Somewhat important,About the same,25,Yes,0,0,0,1,1,0,0,0,1,0,1,More
1404465,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Sole motivating factor,Yes,14,6,No,"",1,10,8,2,No,...better.,Somewhat important,About the same,25,Yes,0,0,0,1,1,0,0,0,1,0,1,More
1404466,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Sole motivating factor,Yes,14,6,No,"",1,10,8,2,No,...better.,Somewhat important,About the same,25,Yes,0,0,0,1,1,0,0,0,1,0,1,More
1404480,22,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,10,Somewhat,Yes,17,8,Yes,8,2,6,1,4,No,...better.,Somewhat important,Better off,30,Yes,1,1,0,0,0,0,0,0,0,0,1,More
1404485,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404486,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404487,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404488,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404489,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404490,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404491,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404492,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404494,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404495,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404496,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404497,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404498,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404499,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404500,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404501,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
1404502,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,16,10,Yes,6,2,7,3,3,No,...worse.,Not too important,Worse off,100,Yes,0,1,1,1,1,0,0,1,0,0,3,More
